CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed,Skill_Score,Activity_Score,Academic_Strength
9.92,1,CYBER,98.85,88.94,100.0,1,5,1,4,1786,2,1,1,55.78888888888889,75.2,9.62
7.05,4,CYBER,78.67,69.06,56.2,1,1,2,5,1607,3,1,0,36.660000000000004,81.89999999999999,5.85
9.47,1,CYBER,80.67,72.35,69.86,6,5,0,5,849,3,0,1,61.59133333333333,51.63333333333333,9.17
6.15,5,MECH,72.05,70.59,55.02,2,5,2,2,816,3,0,0,44.394888888888886,32.53333333333334,4.65
6.07,3,CSE,79.38,84.35,63.33,0,3,0,5,1028,0,0,0,28.654555555555554,37.6,5.17
5.16,5,ECE,92.29,97.13,41.66,4,2,1,4,1530,2,0,0,35.19799999999999,61.66666666666666,3.66
8.26,0,CIVIL,81.43,85.4,10.91,6,0,0,1,1332,1,0,1,23.561888888888888,30.4,8.26
6.84,2,ECE,100.0,97.42,85.57,5,2,3,5,1629,0,1,1,61.271,62.63333333333334,6.24
9.32,0,AIDS,92.59,98.32,100.0,3,2,0,2,1741,1,1,1,48.5,55.033333333333346,9.32
7.37,2,IT,79.14,74.48,52.08,4,0,2,2,1674,2,0,1,48.15733333333333,54.466666666666676,6.7700000000000005
9.84,3,IT,78.94,83.21,55.37,6,5,0,3,1345,2,0,1,49.77766666666666,49.5,8.94
5.93,1,IT,96.31,87.94,54.4,0,2,1,4,1499,0,2,1,29.642222222222227,57.3,5.63
9.34,5,IT,81.37,75.49,70.47,5,2,2,1,1382,0,1,0,50.685444444444435,30.4,7.84
8.88,4,MECH,94.09,100.0,91.83,6,1,2,1,1676,3,1,1,60.160111111111114,60.20000000000001,7.680000000000001
8.85,5,CYBER,100.0,98.98,72.87,4,1,2,3,1119,0,0,1,53.74988888888888,28.633333333333333,7.35
9.22,3,CIVIL,77.96,74.55,57.77,6,3,2,1,929,3,1,1,55.10877777777778,35.300000000000004,8.32
8.81,0,AIDS,83.52,89.03,45.16,4,4,3,2,928,0,1,1,49.01466666666666,21.266666666666666,8.81
8.13,4,AIDS,89.8,95.89,85.47,4,5,2,0,1245,3,1,1,59.38544444444444,39.833333333333336,6.930000000000001
5.66,1,AIDS,87.68,85.51,67.77,0,3,2,2,1484,2,2,0,40.542111111111105,58.133333333333326,5.36
5.16,3,CSE,87.6,89.0,74.52,0,1,2,5,1767,1,1,0,36.233777777777775,73.9,4.26
9.6,4,CYBER,66.67,67.35,56.16,3,1,1,0,999,2,0,1,36.91466666666667,19.966666666666665,8.4
8.08,3,IT,71.52,60.0,100.0,5,0,1,1,2000,3,1,1,56.64444444444444,71.00000000000001,7.18
8.98,3,CSE,75.05,68.07,37.54,0,0,2,4,1021,2,1,1,23.684222222222225,49.699999999999996,8.08
7.41,1,CIVIL,92.14,96.86,78.73,0,1,3,0,1300,0,2,1,42.15233333333334,26.66666666666667,7.11
5.59,2,IT,67.65,63.48,17.24,2,2,0,2,1072,0,1,0,21.871999999999996,26.066666666666666,4.99
5.63,4,CSE,95.23,97.88,39.82,2,3,3,2,910,1,2,1,42.43488888888889,32.333333333333336,4.43
8.43,1,CSE,87.8,89.11,100.0,6,1,2,5,1250,1,2,1,64.4,61.66666666666667,8.129999999999999
7.15,3,CSE,91.54,97.62,79.88,6,5,2,2,1208,2,2,1,63.33066666666666,48.93333333333333,6.25
6.0,1,AIML,70.7,63.89,46.59,4,1,3,5,800,1,1,1,47.02144444444444,41.666666666666664,5.7
7.46,2,CSE,80.72,82.69,54.41,1,0,2,2,926,0,0,0,33.88966666666666,16.2,6.86
5.32,5,IT,82.99,82.66,56.12,5,3,0,3,1157,0,0,0,41.71377777777778,29.9,3.8200000000000003
7.91,4,ECE,82.55,78.6,77.33,1,3,1,1,1165,0,1,1,42.343444444444444,23.166666666666664,6.71
6.34,2,ECE,82.96,78.97,84.26,4,4,0,4,1127,3,2,1,49.03355555555555,64.89999999999999,5.74
8.99,0,AIML,77.23,78.37,63.31,4,1,0,5,1524,3,0,1,37.60411111111111,74.13333333333334,8.99
6.55,4,CSE,81.35,84.5,28.02,6,4,0,3,800,2,1,1,44.239333333333335,36.333333333333336,5.35
7.28,2,MECH,90.34,90.65,67.02,5,0,3,1,1411,3,0,0,52.017111111111106,46.36666666666667,6.680000000000001
5.06,3,CIVIL,68.33,68.81,43.64,0,4,3,5,1164,1,1,1,44.08088888888889,53.800000000000004,4.16
5.36,4,AIML,95.47,92.98,28.3,2,2,0,0,1126,0,2,0,24.49,20.866666666666667,4.16
6.96,4,CIVIL,89.82,87.66,68.27,5,1,3,3,873,2,0,0,54.93655555555556,33.766666666666666,5.76
7.4,1,AIDS,70.35,66.39,60.24,2,1,2,5,1035,3,1,0,42.549777777777784,62.83333333333334,7.1000000000000005
8.0,3,CSE,83.84,81.25,73.63,4,3,1,3,1386,2,1,0,51.06677777777777,55.866666666666674,7.1
6.46,0,ECE,89.01,91.99,41.9,2,4,3,3,947,2,0,1,42.25888888888889,36.23333333333333,6.46
8.47,5,ECE,67.65,71.18,79.61,4,3,3,3,898,1,1,1,60.61633333333333,32.93333333333333,6.970000000000001
9.3,2,AIDS,80.42,74.04,47.66,6,5,0,0,1058,1,0,0,50.57577777777777,15.266666666666667,8.700000000000001
8.9,1,CSE,79.21,74.73,55.44,5,4,1,2,1120,1,1,1,49.79866666666666,34.333333333333336,8.6
5.2,2,CSE,73.54,69.99,48.63,3,4,2,3,1362,2,0,1,43.75566666666666,50.06666666666667,4.6000000000000005
7.4,0,IT,80.92,80.6,99.35,1,0,2,1,1737,2,2,1,44.805,60.56666666666667,7.4
5.52,0,CSE,74.0,65.58,70.82,5,4,1,2,1296,1,0,0,57.83488888888889,35.199999999999996,5.52
6.21,4,CSE,93.74,89.35,80.09,3,3,2,0,1432,3,1,0,53.760333333333335,46.06666666666667,5.01
9.93,0,AIML,73.73,66.81,100.0,6,5,1,4,1717,0,2,1,62.61111111111111,64.56666666666668,9.93
5.71,2,ECE,87.92,89.92,91.06,4,4,0,0,1299,1,2,1,52.629111111111115,33.3,5.11
7.49,3,CIVIL,63.45,63.3,65.8,6,4,2,4,1391,3,0,1,58.584444444444436,63.7,6.59
8.09,3,CYBER,78.38,76.07,96.36,4,1,2,1,982,2,0,1,53.64133333333333,25.4,7.1899999999999995
8.51,4,ECE,80.12,74.81,90.31,4,1,1,4,1183,2,0,1,49.11522222222222,50.1,7.31
7.8,5,CSE,78.06,75.82,86.41,1,5,2,5,1846,3,2,1,54.18966666666666,94.86666666666666,6.3
5.05,2,IT,76.04,73.21,87.74,6,1,3,3,1646,3,2,1,67.08866666666667,76.19999999999999,4.45
6.63,2,IT,73.32,81.5,52.28,0,2,0,2,1412,2,0,1,30.10622222222222,45.733333333333334,6.03
7.59,0,CIVIL,87.55,92.53,55.47,4,1,2,5,911,2,1,1,48.141,52.03333333333333,7.59
5.44,2,ECE,89.99,86.54,61.09,0,2,2,2,805,2,2,0,40.660333333333334,35.5,4.840000000000001
6.75,1,CSE,79.18,80.0,57.61,4,5,2,3,901,2,0,0,54.994111111111096,34.699999999999996,6.45
5.17,5,MECH,69.03,73.75,59.7,6,2,1,2,1229,1,1,0,55.410000000000004,37.96666666666667,3.67
5.39,0,AIML,97.94,94.48,85.72,3,5,0,0,1488,2,0,1,54.96044444444445,36.266666666666666,5.39
6.98,1,AIDS,71.2,64.12,52.86,0,3,0,3,1640,2,2,1,34.380222222222216,69.33333333333333,6.680000000000001
5.66,4,AIDS,65.41,60.0,49.72,6,1,2,3,800,3,2,0,48.53822222222222,48.0,4.46
7.84,3,CYBER,60.0,66.36,70.17,4,4,2,2,1081,3,0,1,59.873222222222225,41.36666666666667,6.9399999999999995
8.45,4,IT,80.99,80.04,65.17,6,0,1,5,1716,3,1,0,48.61766666666667,85.53333333333333,7.249999999999999
9.0,3,CYBER,77.83,79.28,34.23,5,4,0,4,800,2,2,0,39.169000000000004,47.33333333333333,8.1
6.0,4,CSE,90.31,87.44,45.9,0,1,3,1,1195,3,0,1,33.00333333333333,39.16666666666667,4.8
5.84,2,CIVIL,86.11,79.77,70.43,5,4,2,4,852,2,0,1,65.79566666666668,39.06666666666666,5.24
5.52,1,CIVIL,82.9,77.5,83.87,6,1,3,0,1215,2,1,1,63.59433333333333,32.166666666666664,5.22
8.18,3,CSE,77.29,70.58,45.32,4,1,3,3,1716,3,1,1,48.973777777777784,73.53333333333335,7.279999999999999
8.53,0,CYBER,91.1,95.35,46.98,0,4,0,3,1300,0,2,1,29.327333333333332,44.666666666666664,8.53
5.16,1,AIML,98.67,100.0,53.89,1,2,3,0,1567,1,1,1,46.433666666666674,37.23333333333333,4.86
9.68,0,IT,90.09,90.28,34.39,2,3,2,1,1236,1,1,1,36.228111111111104,32.2,9.68
5.26,1,AIDS,75.36,67.78,44.9,1,3,2,3,1283,0,2,0,42.40333333333333,44.10000000000001,4.96
7.71,1,CSE,87.82,90.3,31.31,0,3,1,4,800,0,0,0,30.004111111111108,24.0,7.41
8.55,4,MECH,75.98,82.3,97.61,3,3,0,0,2000,2,2,0,49.93855555555555,63.33333333333333,7.3500000000000005
9.35,3,ECE,68.95,73.81,58.89,4,0,0,3,1684,3,2,1,34.12255555555555,77.46666666666667,8.45
8.57,3,MECH,71.01,70.86,100.0,3,5,3,4,1176,1,1,1,61.15555555555555,48.199999999999996,7.67
9.01,1,AIML,76.42,75.25,94.81,1,1,2,0,1834,1,1,1,45.8318888888889,46.13333333333333,8.709999999999999
6.7,2,AIDS,81.04,80.85,48.06,5,0,2,0,1460,0,0,1,43.85133333333333,22.000000000000004,6.1000000000000005
9.07,2,CYBER,100.0,100.0,51.43,5,3,1,0,1353,3,1,1,48.77344444444444,43.43333333333334,8.47
5.4,0,IT,71.18,74.98,50.63,1,3,3,1,1217,1,0,0,41.233444444444444,26.566666666666666,5.4
9.47,0,AIML,93.23,91.31,72.78,5,4,2,0,1234,1,0,1,60.51177777777777,21.133333333333336,9.47
7.74,4,CSE,76.83,74.77,73.11,6,3,0,5,1788,2,0,1,57.944111111111106,76.26666666666667,6.54
9.09,1,AIDS,60.0,60.0,57.4,2,1,1,2,1227,2,2,1,32.842222222222226,49.566666666666656,8.79
7.26,0,IT,74.94,69.62,78.74,2,3,0,2,1435,2,1,1,44.73311111111111,51.5,7.26
8.22,0,CSE,91.77,98.53,73.9,3,3,1,0,1767,1,1,1,52.38111111111111,43.9,8.22
7.63,5,CIVIL,83.45,79.51,58.85,6,0,0,3,1543,1,0,0,43.543888888888894,49.43333333333333,6.13
8.66,1,IT,84.04,86.5,56.55,3,1,3,2,812,2,1,1,47.665,30.73333333333333,8.36
5.41,4,IT,93.29,89.98,50.84,6,2,2,4,979,2,0,0,52.196444444444445,43.3,4.21
5.3,0,IT,69.64,67.25,37.67,5,4,0,4,842,3,1,0,47.123222222222225,50.4,5.3
6.24,4,CSE,69.48,68.91,59.85,5,2,3,3,1333,1,2,1,51.455,52.43333333333333,5.04
5.8,3,CSE,60.0,62.73,58.2,2,5,0,4,1046,1,1,0,40.23777777777777,43.86666666666667,4.9
9.36,4,CSE,88.77,87.47,79.53,6,0,3,5,1183,0,0,0,56.79233333333333,42.766666666666666,8.16
6.1,2,ECE,85.62,79.93,92.98,2,3,1,3,1295,2,2,1,51.09400000000001,57.83333333333333,5.5
9.88,2,CSE,87.24,87.34,74.25,6,4,3,4,1383,2,1,1,60.252777777777766,61.76666666666667,9.280000000000001
6.68,4,CIVIL,68.17,64.34,81.01,2,5,0,0,1227,2,2,1,48.94744444444444,37.56666666666667,5.4799999999999995
5.91,2,IT,63.96,71.68,61.64,4,5,2,4,1499,1,0,1,50.291999999999994,53.96666666666666,5.3100000000000005
8.95,3,AIML,66.8,65.5,67.48,4,1,1,0,910,3,0,1,47.55511111111111,23.666666666666668,8.049999999999999
8.29,1,AIDS,70.77,67.43,66.58,6,4,1,4,833,1,1,1,56.41844444444445,36.766666666666666,7.989999999999999
7.49,2,IT,95.54,100.0,63.78,1,5,3,4,1023,0,0,1,47.622888888888895,31.433333333333337,6.890000000000001
7.78,2,CYBER,90.0,93.7,71.98,6,0,0,4,955,0,1,0,47.327333333333335,34.166666666666664,7.180000000000001
8.6,4,AIDS,75.42,70.93,51.29,1,3,3,0,1173,3,0,0,49.20922222222222,32.43333333333334,7.3999999999999995
6.14,3,AIML,82.99,79.04,28.9,6,0,1,4,925,2,0,1,31.825555555555553,41.5,5.24
9.98,1,MECH,73.22,75.59,90.49,2,5,2,4,963,0,0,1,55.969222222222214,29.433333333333334,9.68
9.87,4,CSE,83.64,83.86,94.83,2,1,3,5,979,1,1,1,54.23788888888888,47.63333333333333,8.67
8.25,4,CIVIL,68.62,73.07,83.67,6,2,0,1,1373,0,1,0,52.88988888888889,30.099999999999998,7.05
6.0,5,CIVIL,87.5,84.19,60.59,2,3,3,0,1473,0,1,0,43.45477777777778,27.43333333333333,4.5
8.4,3,CIVIL,71.5,75.01,84.85,4,3,3,5,1113,3,1,0,61.95499999999999,65.43333333333334,7.5
5.36,1,IT,88.06,76.87,68.57,3,0,3,2,1217,3,0,1,49.19322222222222,45.9,5.0600000000000005
5.15,3,AIDS,75.73,74.95,69.02,4,0,2,3,1052,1,2,1,45.6171111111111,43.06666666666666,4.25
6.29,1,AIML,72.1,69.01,41.75,0,0,0,1,1063,2,1,0,20.458333333333336,33.1,5.99
7.31,3,IT,96.13,93.85,42.13,4,5,0,5,1639,3,0,0,41.19455555555555,77.96666666666667,6.41
9.34,4,CSE,81.77,81.26,66.44,0,3,1,5,1982,3,0,0,39.376444444444445,89.39999999999999,8.14
8.64,4,CSE,76.78,82.47,70.33,1,0,1,4,1118,2,1,1,33.46566666666667,52.93333333333333,7.44
8.71,0,AIDS,87.58,81.81,66.23,5,4,3,2,1078,0,1,1,59.235666666666674,26.266666666666666,8.71
7.13,2,CIVIL,66.6,60.0,25.6,3,5,1,2,1158,1,0,1,37.38,30.599999999999998,6.53
6.73,5,CIVIL,91.07,85.88,95.58,5,5,0,4,1414,1,1,0,67.04066666666665,56.13333333333333,5.23
6.86,3,ECE,78.61,83.72,56.3,4,4,3,5,1386,0,1,1,53.91222222222222,54.53333333333333,5.960000000000001
9.94,5,MECH,86.01,77.78,80.65,5,4,1,5,1266,2,2,0,57.12833333333334,68.86666666666666,8.44
5.2,0,IT,64.52,61.66,78.39,4,5,2,4,1237,2,2,1,58.97255555555555,61.9,5.2
9.34,2,ECE,76.18,80.37,27.28,5,3,1,1,1169,3,1,1,49.07288888888888,43.3,8.74
7.89,3,CYBER,80.05,79.75,56.73,5,0,2,0,1256,2,2,1,48.24122222222222,38.53333333333333,6.99
7.19,1,AIML,90.3,95.95,55.72,5,1,1,1,1034,1,2,1,44.27155555555555,30.466666666666665,6.890000000000001
8.63,2,AIML,86.8,76.63,63.91,3,0,0,0,1257,1,1,1,33.28411111111111,26.900000000000002,8.030000000000001
7.43,4,AIML,76.08,74.47,61.2,4,3,1,2,1244,1,0,1,48.97111111111111,33.46666666666667,6.2299999999999995
9.37,0,ECE,83.18,89.87,100.0,4,4,2,3,1000,2,0,1,68.97777777777779,38.0,9.37
9.5,2,ECE,92.57,86.93,88.49,4,3,2,4,1325,0,0,1,61.813666666666656,41.5,8.9
7.11,2,CYBER,78.0,83.17,82.2,5,0,1,1,1582,1,0,1,48.58222222222222,38.733333333333334,6.510000000000001
6.38,4,AIML,76.91,75.73,60.36,5,3,3,2,1070,1,2,0,53.84133333333333,37.66666666666667,5.18
7.96,3,CSE,61.1,63.27,39.32,0,1,2,1,873,0,2,0,26.529333333333334,18.433333333333334,7.0600000000000005
9.56,1,IT,77.21,83.53,33.72,1,3,0,5,847,3,1,0,30.438222222222223,56.56666666666668,9.26
6.05,4,CSE,62.6,64.75,27.18,5,2,1,0,1134,2,1,0,31.642888888888887,29.46666666666667,4.85
8.11,1,CIVIL,78.86,75.9,75.27,4,3,2,4,980,1,0,1,55.35877777777777,36.666666666666664,7.81
8.16,3,IT,89.88,92.69,68.92,2,0,1,5,1316,2,0,1,43.00933333333333,60.53333333333333,7.26
8.67,2,IT,60.0,60.0,66.62,5,2,1,0,1281,1,1,1,52.263777777777776,27.699999999999996,8.07
5.66,1,CSE,92.34,93.71,48.42,1,4,3,5,800,1,1,1,43.73711111111112,41.666666666666664,5.36
8.58,0,IT,76.7,70.44,100.0,4,0,1,0,1684,3,0,1,49.011111111111106,49.46666666666667,8.58
9.55,0,AIDS,79.73,79.87,58.77,1,5,1,0,1569,0,2,1,41.94211111111111,35.63333333333334,9.55
5.9,4,IT,74.98,80.92,75.55,0,1,1,5,1353,0,2,0,34.998333333333335,58.43333333333334,4.7
6.19,3,CIVIL,62.87,61.37,58.48,2,3,0,2,1204,0,2,0,37.644,35.46666666666667,5.290000000000001
9.86,4,CIVIL,72.17,77.64,75.57,1,3,1,4,1128,3,2,1,45.31544444444444,64.93333333333334,8.66
5.9,4,AIDS,100.0,100.0,80.56,2,0,0,3,1164,3,2,1,38.034666666666666,60.13333333333334,4.7
9.27,5,CSE,69.04,68.89,100.0,2,3,1,1,1270,0,1,1,58.255555555555546,26.666666666666668,7.77
7.46,4,AIML,64.11,67.19,60.02,3,3,3,0,1423,2,1,0,50.683777777777784,39.099999999999994,6.26
6.24,5,MECH,81.41,83.8,74.66,2,4,3,4,1445,2,0,1,53.798,58.83333333333333,4.74
9.35,0,AIML,79.14,80.27,81.55,1,3,2,1,908,3,1,1,45.07611111111111,34.6,9.35
7.23,0,AIML,76.77,80.71,63.78,3,3,1,4,819,2,1,1,41.41177777777777,42.96666666666666,7.23
7.57,4,IT,80.14,78.9,69.46,6,4,3,5,999,0,1,0,58.42688888888888,41.63333333333333,6.37
6.8,0,CSE,86.44,83.13,47.72,6,5,3,1,999,1,1,1,55.382666666666665,24.3,6.8
7.96,3,IT,74.13,66.5,61.2,5,3,1,4,1335,2,0,1,46.10444444444444,55.166666666666664,7.0600000000000005
5.82,5,MECH,81.94,80.23,44.98,6,5,2,3,963,0,1,0,54.571777777777775,28.433333333333334,4.32
6.96,5,CSE,90.24,94.75,80.3,0,4,0,4,1427,0,1,1,42.66777777777778,49.89999999999999,5.46
9.85,4,CSE,70.05,65.35,74.83,5,1,3,4,1753,0,0,1,53.015666666666675,55.76666666666667,8.65
6.29,0,ECE,60.0,61.23,33.0,3,3,3,0,890,2,1,1,40.63333333333333,21.333333333333332,6.29
8.28,1,CSE,86.71,86.09,54.45,4,0,0,0,898,1,0,1,35.0461111111111,9.933333333333334,7.9799999999999995
6.63,5,CSE,100.0,96.9,0.0,0,2,3,0,800,2,2,0,23.1,23.333333333333332,5.13
8.87,4,ECE,79.93,70.66,61.95,3,1,0,5,899,0,2,0,38.89611111111112,43.3,7.669999999999999
5.65,4,CSE,82.02,88.83,56.52,1,3,0,4,1349,0,1,0,32.37822222222223,47.300000000000004,4.45
9.85,3,ECE,77.04,79.63,74.02,3,0,2,3,1498,0,1,1,52.16155555555555,46.266666666666666,8.95
7.27,2,ECE,95.88,100.0,98.84,3,2,0,1,1582,3,1,1,49.55200000000001,57.06666666666666,6.67
6.18,2,ECE,79.22,84.62,69.9,5,4,0,0,935,2,1,1,55.70333333333334,22.833333333333332,5.58
5.37,5,AIDS,78.13,84.84,64.95,6,3,0,2,1110,1,2,0,50.98499999999999,39.0,3.87
5.85,3,MECH,89.11,80.36,23.88,1,5,0,4,905,2,2,0,29.930666666666667,50.83333333333333,4.949999999999999
7.6,3,ECE,75.16,66.32,58.2,6,5,3,3,1706,0,1,1,58.83777777777778,53.2,6.699999999999999
6.69,3,ECE,67.15,67.36,51.19,6,4,0,3,1245,0,0,1,48.312555555555555,32.833333333333336,5.790000000000001
9.14,5,AIDS,88.82,83.08,57.5,5,1,3,0,1221,3,0,1,56.761111111111106,34.03333333333334,7.640000000000001
7.15,2,AIDS,74.08,70.68,47.27,6,5,1,5,1220,0,2,1,52.15877777777778,53.99999999999999,6.550000000000001
6.24,3,AIDS,70.25,82.88,22.56,4,2,1,0,884,2,0,1,34.05688888888888,16.133333333333333,5.34
8.09,0,CIVIL,100.0,100.0,42.41,2,5,0,5,1233,2,1,1,36.045222222222215,62.76666666666667,8.09
8.53,4,CSE,78.21,73.54,87.65,4,2,2,2,1195,2,1,1,52.71722222222222,43.5,7.329999999999999
5.84,4,IT,84.94,73.11,53.82,5,5,2,2,1597,0,1,1,49.046,43.56666666666666,4.64
5.84,1,CSE,80.3,75.2,46.56,0,4,3,0,871,3,1,1,42.39022222222222,27.366666666666667,5.54
5.18,1,AIML,71.14,68.35,53.31,6,4,3,1,1223,2,1,1,55.915222222222226,38.43333333333333,4.88
8.68,5,CIVIL,86.89,85.29,94.26,5,5,1,0,1572,1,0,0,61.88911111111112,32.4,7.18
8.32,5,CYBER,83.15,76.75,69.18,6,1,3,0,1222,1,0,1,55.687333333333335,20.733333333333338,6.82
7.37,4,IT,73.41,79.06,75.17,6,0,2,3,1314,1,2,0,54.87322222222222,51.800000000000004,6.17
9.22,0,AIDS,84.33,80.77,56.67,3,5,1,0,1123,2,2,1,48.489888888888885,34.099999999999994,9.22
9.03,2,IT,74.86,78.1,60.27,6,3,0,0,927,3,0,1,48.56988888888888,24.233333333333334,8.43
7.93,2,CSE,68.96,69.22,74.21,5,0,3,0,1791,0,0,1,56.27411111111111,33.03333333333334,7.33
9.34,5,ECE,67.94,72.64,100.0,3,5,0,1,1292,3,2,1,58.85555555555555,52.400000000000006,7.84
6.03,0,MECH,82.7,81.51,86.24,0,2,3,3,940,0,1,1,52.16088888888888,27.666666666666668,6.03
5.56,5,ECE,76.17,71.55,66.95,0,3,2,4,1018,0,2,0,41.61833333333333,41.266666666666666,4.06
6.35,2,AIDS,95.02,92.02,62.27,4,1,3,4,1610,0,2,1,46.90322222222222,61.0,5.75
5.29,5,CSE,79.57,76.65,81.95,6,0,2,4,1993,0,0,1,53.48499999999999,63.76666666666666,3.79
7.66,3,MECH,72.15,82.47,81.67,0,0,2,4,1420,2,2,0,42.523222222222216,68.0,6.76
9.68,5,MECH,81.58,81.96,30.04,1,3,0,3,1287,1,2,0,20.467555555555556,50.9,8.18
5.2,4,IT,67.06,67.08,32.4,4,1,3,0,1616,2,0,0,42.37555555555556,40.53333333333333,4.0
5.61,5,AIDS,79.16,83.57,62.32,3,5,0,4,923,3,1,0,47.86266666666666,53.1,4.11
7.26,4,CYBER,83.19,83.19,28.07,4,1,2,0,1158,0,1,0,32.687666666666665,16.933333333333334,6.06
9.67,0,CYBER,81.96,87.57,57.9,6,5,2,4,1737,2,1,1,57.2811111111111,73.56666666666666,9.67
6.58,2,AIDS,93.03,91.17,46.41,5,0,2,1,1384,2,0,1,44.44522222222222,38.800000000000004,5.98
7.54,1,CYBER,100.0,97.63,60.06,5,5,2,0,1119,2,2,1,52.318,33.96666666666667,7.24
5.21,1,IT,86.71,81.81,47.79,4,0,1,3,1247,0,1,1,36.45922222222222,37.89999999999999,4.91
5.74,2,CYBER,91.79,100.0,50.43,2,4,2,5,1711,0,2,0,41.64011111111111,70.36666666666666,5.140000000000001
9.93,1,IT,100.0,99.65,93.67,6,3,3,1,1414,0,0,1,71.93433333333333,26.466666666666672,9.629999999999999
9.83,5,IT,69.94,64.07,71.32,0,1,2,5,980,2,1,1,45.07377777777778,54.333333333333336,8.33
5.02,0,CSE,81.31,82.29,44.93,5,2,1,1,1308,2,1,0,41.479,41.266666666666666,5.02
9.76,0,CYBER,75.22,71.97,49.31,5,3,3,3,876,3,2,1,57.44855555555556,50.53333333333333,9.76
8.2,2,CYBER,88.43,86.48,88.96,2,5,1,1,1125,1,1,1,53.42133333333333,28.499999999999996,7.6
9.34,1,IT,82.72,84.27,60.77,6,4,1,0,1064,1,0,1,55.06433333333332,15.466666666666667,9.04
7.27,5,CYBER,71.82,79.42,42.13,0,3,3,2,1105,0,2,0,36.65011111111111,32.166666666666664,5.77
7.58,0,AIML,80.11,80.62,69.65,6,0,1,2,995,1,2,1,46.695,35.16666666666667,7.58
7.44,0,CSE,90.47,86.91,49.38,5,3,2,4,1270,0,1,1,48.069555555555546,44.666666666666664,7.44
8.33,3,IT,66.96,64.44,58.65,3,5,0,4,1089,0,1,1,48.394999999999996,38.63333333333333,7.43
5.7,3,CYBER,72.03,75.31,61.16,5,3,0,0,1451,2,1,0,47.58133333333333,40.03333333333333,4.800000000000001
5.15,0,IT,70.53,60.74,46.72,0,3,0,3,1146,1,1,1,26.082666666666665,41.199999999999996,5.15
6.54,2,CIVIL,83.26,78.05,95.2,1,5,3,0,1330,3,2,1,58.76,47.66666666666667,5.94
8.52,4,CSE,92.41,93.47,68.62,1,2,3,4,1209,0,2,1,46.18600000000001,47.633333333333326,7.319999999999999
6.01,4,ECE,60.0,60.0,69.9,6,4,3,1,1687,0,1,1,64.39222222222222,40.56666666666667,4.81
8.37,5,CYBER,80.94,79.38,30.5,6,3,0,5,1317,3,2,1,35.59444444444445,77.23333333333333,6.869999999999999
9.85,0,CIVIL,70.76,68.37,59.53,2,3,0,0,800,1,0,1,35.62566666666667,6.666666666666667,9.85
5.47,0,AIDS,90.05,94.44,33.11,1,2,3,0,916,3,2,1,30.710777777777775,33.86666666666667,5.47
8.36,0,AIDS,77.63,76.38,50.23,1,1,0,3,1180,1,0,1,31.31344444444445,37.33333333333333,8.36
7.22,2,CYBER,81.31,87.24,71.9,2,3,1,4,860,1,0,1,40.958888888888886,32.666666666666664,6.62
9.34,3,CIVIL,79.99,80.38,94.91,3,5,1,0,1503,1,0,1,60.973,30.099999999999998,8.44
5.89,0,CSE,91.24,100.0,63.82,4,5,0,1,965,1,1,1,53.4571111111111,23.166666666666668,5.89
8.46,0,MECH,100.0,93.06,65.28,5,3,3,5,1006,1,2,1,57.65066666666667,53.53333333333333,8.46
9.19,1,CSE,68.65,76.74,60.84,6,1,2,1,994,1,0,1,49.696444444444445,19.133333333333333,8.889999999999999
9.72,2,AIDS,70.47,68.42,98.39,2,5,2,2,1770,0,1,1,62.85033333333333,49.333333333333336,9.120000000000001
8.42,5,IT,83.21,90.58,100.0,2,3,0,4,1583,2,2,1,50.17777777777778,73.43333333333332,6.92
7.49,0,MECH,71.84,77.76,67.63,5,3,2,1,1103,0,2,1,55.333444444444446,26.1,7.49
8.09,1,IT,89.34,75.08,86.73,6,3,3,3,1165,0,1,1,69.23011111111111,35.166666666666664,7.79
9.34,4,CYBER,90.94,93.34,81.09,6,4,1,5,1355,3,2,1,57.27144444444444,78.5,8.14
7.85,5,AIDS,74.53,79.52,81.88,0,5,1,4,1788,2,1,1,48.63066666666667,75.26666666666667,6.35
5.15,0,ECE,72.36,79.01,29.97,4,0,3,1,973,2,1,1,35.05766666666666,30.099999999999998,5.15
9.65,0,AIDS,77.25,71.37,66.01,1,4,2,0,830,2,1,1,49.103,19.333333333333336,9.65
8.45,1,IT,81.04,83.99,77.65,3,1,0,4,1339,1,2,1,43.76166666666667,58.633333333333326,8.149999999999999
8.38,2,MECH,83.15,84.12,93.66,2,4,1,1,1450,1,1,1,50.964666666666666,39.33333333333333,7.780000000000001
6.08,0,AIDS,60.0,62.16,41.53,4,4,2,0,1218,1,1,1,47.39233333333333,25.6,6.08
8.29,4,IT,70.33,75.32,28.31,6,2,2,2,1030,0,2,0,45.281888888888886,29.666666666666664,7.089999999999999
6.97,0,AIML,75.96,81.74,52.38,3,1,1,5,1203,2,0,1,36.94733333333334,56.766666666666666,6.97
8.26,4,CSE,72.03,68.75,88.98,5,1,1,4,1051,2,1,1,55.72733333333334,50.7,7.06
5.53,5,CSE,60.0,61.33,23.49,2,1,0,4,1345,0,1,0,18.946999999999996,47.166666666666664,4.03
