CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,skills,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed
5.34,3,AIML,85.78,83.83,"[{""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Beginner""}]",51.35,3,1,1,0,1215,3,2,1
6.5,0,CSE,71.36,69.93,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Advanced""}]",77.89,0,5,0,4,1677,2,2,1
8.54,0,CIVIL,77.59,74.76,"[{""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Expert""}]",73.16,6,5,3,5,934,1,1,1
5.34,2,CSE,67.83,68.48,"[{""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",78.53,2,1,0,3,1052,0,1,1
7.91,4,IT,89.82,86.86,"[{""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",36.61,0,4,2,3,1477,2,1,0
6.73,1,ECE,97.17,98.44,"[{""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}]",54.17,4,5,2,5,1862,0,2,1
8.1,2,AIML,96.09,93.49,"[{""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}]",66.59,1,4,0,1,1745,2,2,1
5.23,3,IT,89.65,92.81,"[{""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",0.2,1,3,0,0,1416,2,0,0
9.36,3,CSE,88.63,87.07,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Intermediate""}]",52.57,5,2,3,1,1292,3,2,1
9.87,5,IT,60.0,66.23,"[{""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",60.57,1,2,3,3,1243,3,1,1
9.84,0,CSE,81.77,85.03,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Expert""}]",95.69,5,0,0,1,1949,3,2,1
8.75,3,CSE,75.04,76.01,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",57.1,6,2,2,0,1088,2,2,1
5.65,2,MECH,88.8,87.77,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Expert""}]",39.39,3,2,0,0,800,3,2,0
8.79,3,CSE,60.0,60.0,"[{""skill"": ""dsa"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""react"", ""level"": ""Advanced""}]",87.81,2,1,1,0,1424,3,1,1
5.12,2,CSE,81.93,89.0,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",20.76,2,0,1,3,896,1,0,1
5.11,1,CYBER,77.86,74.45,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}]",11.63,5,0,2,0,800,0,0,1
6.62,5,ECE,91.18,91.64,"[{""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}]",53.36,5,1,0,2,1422,0,1,0
7.44,0,CSE,95.48,97.2,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Beginner""}]",35.76,1,2,0,2,1004,1,1,0
8.85,3,IT,70.71,69.79,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",43.57,4,2,1,5,1173,1,0,1
8.42,2,CIVIL,71.16,77.94,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",81.05,0,0,0,0,1468,3,1,0
7.23,4,IT,82.3,76.2,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Advanced""}]",81.17,5,2,2,2,906,3,2,0
6.37,0,ECE,97.34,100.0,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",75.12,5,0,2,0,1647,0,2,1
9.99,1,CSE,80.6,83.96,"[{""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Advanced""}]",99.6,0,2,3,3,2000,1,0,1
7.13,2,MECH,67.21,65.98,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",87.98,0,3,2,2,1724,1,2,1
7.26,5,IT,73.94,72.77,"[{""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}]",21.21,4,1,0,3,800,3,0,0
5.82,5,CIVIL,82.03,70.94,"[{""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",65.6,4,5,0,2,1296,0,1,0
8.97,1,AIDS,82.4,78.16,"[{""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Advanced""}]",61.78,0,4,1,4,809,2,0,1
8.47,1,CIVIL,72.96,71.19,"[{""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Intermediate""}]",54.89,6,3,1,4,1533,1,0,1
6.1,5,IT,73.74,74.62,"[{""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}]",69.23,5,2,2,5,1605,0,2,0
5.41,3,IT,70.18,76.48,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",19.95,0,4,3,5,1112,0,0,1
8.4,3,IT,91.41,100.0,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Intermediate""}]",34.49,5,5,0,5,800,0,0,1
8.27,2,CSE,71.65,73.01,"[{""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",81.53,5,3,3,3,1311,1,0,1
6.37,4,CSE,75.35,76.38,"[{""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",69.09,0,5,0,2,909,2,1,0
9.75,2,CYBER,75.07,72.62,"[{""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}]",79.01,5,1,2,4,1337,3,2,1
5.76,4,ECE,63.94,60.0,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Expert""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",38.68,5,4,2,0,1089,2,2,0
7.16,1,ECE,71.37,68.34,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",78.18,5,5,1,1,1604,0,0,0
9.72,0,MECH,92.28,91.25,"[{""skill"": ""java"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Expert""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Intermediate""}]",89.7,4,4,3,4,1301,1,0,1
7.1,2,MECH,67.91,72.78,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Beginner""}]",64.7,1,1,1,4,1725,1,1,1
8.19,2,CSE,70.36,72.96,"[{""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Intermediate""}]",44.92,1,5,2,0,1244,2,2,1
6.99,4,AIDS,66.67,67.78,"[{""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Beginner""}]",53.93,6,3,3,4,1012,2,2,1
6.37,1,CSE,79.09,76.19,"[{""skill"": ""management"", ""level"": ""Expert""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Beginner""}]",76.11,4,4,0,4,1254,1,0,1
9.92,1,CYBER,98.85,88.94,"[{""skill"": ""java"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Expert""}]",100.0,1,5,1,4,1786,2,1,1
7.05,4,CYBER,78.67,69.06,"[{""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Beginner""}]",56.2,1,1,2,5,1607,3,1,0
9.47,1,CYBER,80.67,72.35,"[{""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Expert""}]",69.86,6,5,0,5,849,3,0,1
6.15,5,MECH,72.05,70.59,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Expert""}]",55.02,2,5,2,2,816,3,0,0
6.07,3,CSE,79.38,84.35,"[{""skill"": ""java"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}]",63.33,0,3,0,5,1028,0,0,0
5.16,5,ECE,92.29,97.13,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}]",41.66,4,2,1,4,1530,2,0,0
8.26,0,CIVIL,81.43,85.4,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Expert""}]",10.91,6,0,0,1,1332,1,0,1
6.84,2,ECE,100.0,97.42,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",85.57,5,2,3,5,1629,0,1,1
9.32,0,AIDS,92.59,98.32,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",100.0,3,2,0,2,1741,1,1,1
7.37,2,IT,79.14,74.48,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",52.08,4,0,2,2,1674,2,0,1
9.84,3,IT,78.94,83.21,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Advanced""}]",55.37,6,5,0,3,1345,2,0,1
5.93,1,IT,96.31,87.94,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Beginner""}]",54.4,0,2,1,4,1499,0,2,1
9.34,5,IT,81.37,75.49,"[{""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",70.47,5,2,2,1,1382,0,1,0
8.88,4,MECH,94.09,100.0,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",91.83,6,1,2,1,1676,3,1,1
8.85,5,CYBER,100.0,98.98,"[{""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",72.87,4,1,2,3,1119,0,0,1
9.22,3,CIVIL,77.96,74.55,"[{""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Expert""}]",57.77,6,3,2,1,929,3,1,1
8.81,0,AIDS,83.52,89.03,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",45.16,4,4,3,2,928,0,1,1
8.13,4,AIDS,89.8,95.89,"[{""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}]",85.47,4,5,2,0,1245,3,1,1
5.66,1,AIDS,87.68,85.51,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Beginner""}]",67.77,0,3,2,2,1484,2,2,0
5.16,3,CSE,87.6,89.0,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",74.52,0,1,2,5,1767,1,1,0
9.6,4,CYBER,66.67,67.35,"[{""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Beginner""}]",56.16,3,1,1,0,999,2,0,1
8.08,3,IT,71.52,60.0,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Expert""}]",100.0,5,0,1,1,2000,3,1,1
8.98,3,CSE,75.05,68.07,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Beginner""}]",37.54,0,0,2,4,1021,2,1,1
7.41,1,CIVIL,92.14,96.86,"[{""skill"": ""devops"", ""level"": ""Beginner""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}]",78.73,0,1,3,0,1300,0,2,1
5.59,2,IT,67.65,63.48,"[{""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}]",17.24,2,2,0,2,1072,0,1,0
5.63,4,CSE,95.23,97.88,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",39.82,2,3,3,2,910,1,2,1
8.43,1,CSE,87.8,89.11,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}]",100.0,6,1,2,5,1250,1,2,1
7.15,3,CSE,91.54,97.62,"[{""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Advanced""}]",79.88,6,5,2,2,1208,2,2,1
6.0,1,AIML,70.7,63.89,"[{""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Beginner""}]",46.59,4,1,3,5,800,1,1,1
7.46,2,CSE,80.72,82.69,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",54.41,1,0,2,2,926,0,0,0
5.32,5,IT,82.99,82.66,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}]",56.12,5,3,0,3,1157,0,0,0
7.91,4,ECE,82.55,78.6,"[{""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",77.33,1,3,1,1,1165,0,1,1
6.34,2,ECE,82.96,78.97,"[{""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Advanced""}]",84.26,4,4,0,4,1127,3,2,1
8.99,0,AIML,77.23,78.37,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Intermediate""}]",63.31,4,1,0,5,1524,3,0,1
6.55,4,CSE,81.35,84.5,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Expert""}]",28.02,6,4,0,3,800,2,1,1
7.28,2,MECH,90.34,90.65,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""c++"", ""level"": ""Beginner""}]",67.02,5,0,3,1,1411,3,0,0
